,index,Date,City,State,Country,Type,Seconds,Duration,Description,Date added,Lat,Lon
631,47247,6/1/1978 22:30,dryden (canada),on,ca,sphere,240,2-4 min,2 ufo&#39s over Dryden&#44Ont&#44late 70&#39s,3/23/2004,49.783333,-92.833333
632,47312,6/1/1981 19:30,ottawa (canada),on,ca,fireball,300,5min,Small cloud with energy ball of lightning (like the sun) inside. And the other side 3  spinning orbs.,12/12/2011,45.416667,-75.7
633,47360,6/1/1984 13:00,mississauga (canada),on,ca,disk,60,1 miniute,Incredibly close sighting in broad daylight.,12/2/2000,43.15,-79.5
634,47387,6/1/1985 21:00,arnprior (canada),on,ca,sphere,60,1min,Childhood sighting of round lighted object.,12/12/2011,45.433333,-76.366667
635,47545,6/1/1993 20:30,brampton (canada),on,ca,triangle,180,3 minutes,Witnessing a triangular shaped object in the sky&#44 travelling slow&#44 low &amp; silent with red&#44 green&#44 white lights on edges.,1/10/2014,43.683333,-79.766667
636,47649,6/1/1996 23:00,port colborne (canada),on,ca,unknown,60,1min,we were looking at star formations planes satelites we lived in the county by lake ont it was a clear night a light came toward us we t,12/2/2000,42.883333,-79.233333
637,47788,6/1/2001 22:30,toronto (canada),on,ca,light,120,2 minutes,I was sitting on the porch&#44 when a bright white light went by,8/5/2001,43.666667,-79.416667
638,47845,6/1/2005 13:50,toronto (canada),on,ca,unknown,2,2 seconds,Streaks of Light close to the ground&#44 followed by odd sensations,6/20/2005,43.666667,-79.416667
639,47899,6/1/2008 23:15,thunder bay (canada),on,ca,teardrop,120,2 minutes,2 white glowing metallic tear drop shaped objects over Thunder Bay,6/12/2008,48.4,-89.233333
640,47940,6/1/2011 14:00,chatham (canada),on,ca,other,120,several minutes,I seen endless rainbows in a row and it lasted minutes just like rainbows do,9/24/2012,42.4,-82.18333299999999
641,47950,6/1/2012 02:30,timmins (canada),on,ca,light,86400,over and hour,Pulsing white lights&#44 5 of them swerving in the sky.,6/5/2012,48.466667,-81.333333
642,47972,6/1/2013 09:15,thornhill (canada),on,ca,circle,120,2 minutes,Three Orbs with Lights over Thornhill&#44 Ontario.,6/2/2013,43.8,-79.416667
643,47981,6/1/2013 21:29,sarnia (canada),on,ca,fireball,90,90 seconds,Fireball like object ascending then turned abruptly and hesitates during flight path.,6/2/2013,42.966667,-82.4
644,48094,6/12/2006 11:00,waterloo (canada),on,ca,sphere,30,30 seconds,ROUND GRAY CLUSTER STATIOARY IN SKY THEN SLOWLY ROSE UP AND THEN AT AMAZING SPEED DISAPPEARED WITHOUT SOUND,4/13/2010,45.35,-72.516667
645,48123,6/12/2009 12:30,peterborough (canada),on,ca,cylinder,900,15 minutes,Twisting tube like object floating in the sky,8/5/2009,44.3,-78.333333
646,48172,6/12/2013 04:40,cambridge (canada),on,ca,teardrop,180,3 minutes,2 objects seen when mistaken for a balloon in cambridge ontario june 12 2013.,7/3/2013,43.383333,-80.31666700000001
647,48175,6/12/2013 20:00,windsor (canada),on,ca,light,300,5 minutes,White light splits in two and fly in opposite directions.,1/30/2014,45.583333,-72.0
648,48273,6/13/2005 23:34,brampton (canada),on,ca,cross,900,15 min,IT WAS CROSS SHAPED AND WAS TRAVELLING SLOWLY  ALONG SIDE OF MY CAR,6/20/2005,43.683333,-79.766667
649,48316,6/13/2010 20:00,gloucester (canada),on,ca,light,600,10 minutes,Two UFO&#39s sighted with their lights above Ottawa.,6/23/2010,45.4166667,-75.6
650,48380,6/14/1993 08:05,niagara-on-the-lake (canada),on,ca,rectangle,600,10 minutes,Large fridge shaped object&#44 observed for 10 minutes&#44 moving slowly at low alltitude over populated area during morning rush hour.,5/14/2002,43.25,-79.06666700000001
651,48410,6/14/2001 21:30,brockville (canada),on,ca,formation,300,5min,4 orangish dots in paired formation low in sky,8/5/2001,44.583333,-75.68333299999999
652,48441,6/14/2005 18:00,ottawa (east) (canada),on,ca,triangle,60,1 min,at around 6 pm i was looking in the sky and i saw a triangle shaped thing in the sky. it was moving roughly 600kmph and at around 3000f,12/16/2005,45.416667,-75.7
653,48517,6/14/2011 01:20,maple (canada),on,ca,formation,10,10 seconds,Blue-ish glowing formation passing from east to west in Maple&#44 Ontario,6/20/2011,43.8666667,-79.5
654,48581,6/15/1952 24:00,timmins (canada),on,ca,disk,600,hours,1952 disks and missing time,10/31/2003,48.466667,-81.333333
655,48660,6/15/1966 21:00,burlington (canada),on,ca,circle,10,10 seconds,June 1966 while looking up into the night sky around 9PM saw a green craft with red corners.  Bright lights were seen on the bottom of,9/2/2005,43.316667,-79.8
656,48718,6/15/1972 20:45,welland (ontario) (canada),on,ca,cigar,7200,approx. 1/2 hr.,A cigar shaped craft the size of a football field&#44 very slowly came hovering over our neighbourhood and stayed for 1/2 hour.,6/10/2003,42.983333,-79.25
657,48755,6/15/1974 23:00,ingersoll (canada),on,ca,oval,300,5 minutes,I was driving down a farm road that connects 2 parallel highways...a white bright light was visible far ahead&#44 right sude of road&#44 clos,3/2/2004,43.033333,-80.883333
658,48847,6/15/1979 17:00,toronto (canada),on,ca,other,60,1 minute,Hollow Ring Shaped Object During The Day&#44 Just Above Tree Line,6/10/2010,43.666667,-79.416667
659,48962,6/15/1990 01:00,cambridge (canada),on,ca,triangle,30,30 seconds,Seperate small white lights flew around eachother randlomly then formed a triangle formation and flew towards the moon eclipse.,3/2/2004,43.383333,-80.31666700000001
660,48993,6/15/1992 23:30,brampton (canada),on,ca,triangle,240,3-4 min,I saw the same thing&#44 in the same month&#44 as the GAGETOWN&#44 NEW BRUNSWICK&#44 CANADA&#44 June 1992 @ 23:20 hrs case.,2/14/2006,43.683333,-79.766667
661,49005,6/15/1993 13:30,london (canada),on,ca,oval,15,15 seconds,On a clear sunny day&#44 cylindrical metal grey object  seen. No markings&#44 shaped like capsule observed for about 15 seconds,12/16/2005,42.983333,-81.25
662,49017,6/15/1993 22:30,oshawa (canada),on,ca,triangle,180,3  minutes,Three white lights&#44 no sound&#44 not moving above tree line&#44 then vanishes with no trace&#44 sound&#44or light&#33,12/2/2000,43.9,-78.866667
663,49064,6/15/1996 10:00,cambridge (canada),on,ca,oval,23,23 seconds,Silver&#44 oval shaped object rapidly moved up&#44 then south and hovered&#44 then accelarated north and up.,10/12/2001,43.383333,-80.31666700000001
664,49080,6/15/1996 22:00,toronto (canada),on,ca,sphere,5,about 5 seconds,The bright blue object moved very fast across the sky and it was visible as it went on front of the moon that it was sphere shaped.,4/27/2003,43.666667,-79.416667
665,49116,6/15/1998 01:00,port perry (canada),on,ca,light,7200,2hrs,MANY LIGHTS,12/2/2000,44.1,-78.93333299999999
666,49195,6/15/2001 15:30,toronto (15km south of) (canada),on,ca,cylinder,300,5:00min,Black cylinder object,7/1/2002,43.666667,-79.416667
667,49218,6/15/2002 10:01,toronto (canada),on,ca,sphere,120,2min,Sphere hovering over highway&#44 Gray&#44silver appeard for 2 min the diaperred,5/2/2003,43.666667,-79.416667
668,49251,6/15/2003 20:00,brockville (canada),on,ca,chevron,60,1 minute,Looked like a plane&#44 but was to close to the ground and moving to slowly. red light formation,3/17/2004,44.583333,-75.68333299999999
669,49275,6/15/2004 20:45,ottawa (canada),on,ca,cigar,180,3 min,Bright elongated object traverses sky,6/18/2004,45.416667,-75.7
670,49327,6/15/2006 21:00,sudbury (canada),on,ca,light,120,2 minutes,An abnormally bright yellow/white light dissending and turning in sky at low speeds then reappearing,7/16/2006,46.5,-80.966667
671,49382,6/15/2010 02:46,burlington (canada),on,ca,light,300,2-5 minutes,glowing green light resembling a ruler&#44 moving slowly with no up or down motion,6/23/2010,43.316667,-79.8
672,49447,6/15/2013 19:20,kitchener (canada),on,ca,sphere,600,5-10 minutes,Kitchener&#44 ON: 4 Black Orbs w/ Orange Lights; Hovering&#44 Interacting&#44 Moving as a unit&#44 no sound&#44 flew straight up,7/3/2013,43.45,-80.5
673,49463,6/15/2013 22:15,alliston (canada),on,ca,fireball,300,5:00 minutes,Looked like large ball of fire&#44 moved slowly horizontal&#44 diminished and winked out,7/3/2013,44.15,-79.866667
674,49500,6/16/2001 21:30,tichborne (canada),on,ca,other,10,10 seconds,3 points of light seen moving north east in a triangular pattern June 15/01 21:30 hrs.,8/5/2001,44.666667,-76.68333299999999
675,49514,6/16/2003 15:00,windsor (canada),on,ca,changing,45,40-45 seconds,I do nature photography. Yesterday June 16/13 I saw an object in the sky&#44 it looked about 350 ft in the air.  Flew directly over head i,7/3/2013,45.583333,-72.0
676,49541,6/16/2006 08:00,pickering (canada),on,ca,disk,30,30 seconds,Large Saucer shaped object&#44 very bright&#44 completely stationary (eerie)&#44 seems to have disappeared quickly.,7/16/2006,43.866667,-79.033333
677,49559,6/16/2008 00:58,kitchener (canada),on,ca,sphere,1,1 second,Bright white ball of light seen over Kitchener Ontario.,7/5/2008,43.45,-80.5
678,49614,6/16/2012 22:00,chatham (canada),on,ca,fireball,120,2 minutes,Fireball in Chatham Ontario,8/5/2012,42.4,-82.18333299999999
679,49639,6/16/2013 00:35,scarborough (canada),on,ca,triangle,120,1-2 minutes,Fiery Triangular Craft Spotted Over Lake Ontario From Atop the Scarborough Bluffs,7/3/2013,43.75,-79.2
680,49681,6/17/1999 14:30,hamilton (canada),on,ca,triangle,300,5 minutes,Greyish black&#44 long&#44 narrow &#44 triangular shaped ufo changed direction at a 45 degree angle.,12/5/2001,43.25,-79.833333
681,49749,6/17/2007 01:00,longlac (canada),on,ca,other,600,around 5-10 minutes,Single white flash of light moving in the sky.,8/7/2007,49.783333,-86.55
682,49791,6/17/2010 22:30,orangeville (ontario) (canada),on,ca,light,120,one hour,Noticed light north west of Orangeville Onario Canada five nights in a row.  ((NUFORC Note:  Probably Venus.  PD)),6/23/2010,43.916667,-80.083333
683,49810,6/17/2012 01:30,belleville (canada),on,ca,triangle,20,20 seconds,Four triangular craft&#44 three in formation&#44 forth trying some stunts,6/20/2012,44.166667,-77.383333
684,49831,6/17/2013 20:35,cornwall (canada),on,ca,cigar,300,5 minutes,UFO sighting june 2013.,7/3/2013,46.24,-63.21
685,49859,6/18/1999 01:13,london (canada),on,ca,cigar,12,12 seconds,Cigarette Break outside at 1:13 in the morning&#44 I saw a bright light coming towards me&#44 though it was a plane ....no coloured lights an,12/2/2000,42.983333,-81.25
686,49871,6/18/2000 23:45,hamilton (canada),on,ca,triangle,1200,15-20 min,Triangular shaped object hovering above train tracks in Ontario,12/2/2000,43.25,-79.833333
687,49992,6/18/2010 23:00,thunder bay (canada),on,ca,light,300,5 minutes,pulsating light,6/23/2010,48.4,-89.233333
688,50003,6/18/2011 23:00,meaford (canada),on,ca,disk,600,10 minutes +,star emulating craft with multicolored rapid flashing lights - swift movement.,6/20/2011,44.6,-80.583333
689,50066,6/19/2000 22:34,algonquin park (canada),on,ca,fireball,360,6 minutes,2 Bright Lights&#44 hovering in the horizon and then jerk to the right.,12/2/2000,45.55,-78.6
690,50091,6/19/2004 00:00,chatham (canada),on,ca,circle,420,approx.7 min.,A circular light similar to a single vehicle headlight was heading in our direction very much the speed of a small plane but higher the,6/23/2004,42.4,-82.18333299999999
691,50198,6/19/2010 19:00,essex (canada),on,ca,unknown,300,5 min,I went outside with a coffee. I took a drink of coffee&#44 lit a smoke&#44 then looked directly overhead. it was exactly 8:52 pm the sun wa,8/24/2010,42.166667,-82.81666700000001
692,50261,6/20/1971 17:00,oshawa (canada),on,ca,circle,180,3 minutes,3 UFO&#39S WAS OVER MY HEAD; I COULD JUST ABOUT TOUCH THEM.,4/16/2005,43.9,-78.866667
693,50382,6/20/2002 16:00,ottawa (canada),on,ca,cylinder,180,3 min.,I was on my balcony with my girlfriend sometime in the afternoon on a nice day in juin.(Not sure of the exact time or date) I looked up,7/30/2002,45.416667,-75.7
694,50397,6/20/2004 00:15,tecumseh (canada),on,ca,light,300,5 mins,4 objects converging into a formation crossed the night sky high above then shot off in 90 degree angle&#33&#33,6/23/2004,42.316667,-82.9
695,50398,6/20/2004 00:15,windsor (canada),on,ca,light,15,15 seconds,Four balls of red light dashed across the sky from the south&#44 stopped&#44 then made right angled turns to the east.,6/23/2004,45.583333,-72.0
696,50421,6/20/2006 07:40,southampton (canada),on,ca,,8,5-8 sec,White glowing daytime sighting&#44 object moving through clouds just above horizon.,7/16/2006,44.5,-81.366667
697,50440,6/20/2007 19:00,hamilton (canada),on,ca,sphere,6,6 seconds,Brilliant golden boulder-like craft,8/7/2007,43.25,-79.833333
698,50449,6/20/2007 22:15,concord (canada),on,ca,light,120,2 minutes,Star burst,8/7/2007,43.8,-79.53
699,50453,6/20/2007 22:30,toronto (canada),on,ca,light,30,30seconds,2 bright lights following one another across the sky then rapidly vanishing out of sight.  ((NUFORC Note:  Space Shuttle w/ ISS??  PD)),8/7/2007,43.666667,-79.416667
700,50504,6/20/2010 11:00,essex (canada),on,ca,sphere,120,2 min,I m a contactee so i feel these guys before they come.  ((NUFORC Note:  Photos not of a genuine UFO&#44 we believe.  PD)),8/24/2010,42.166667,-82.81666700000001
701,50548,6/20/2012 23:10,waterloo (canada),on,ca,light,90,1.5 min,Very bright white star-like light&#44 at first stationary&#44 then moved southward and disappeared over Waterloo Ontario.,7/4/2012,45.35,-72.516667
702,50570,6/20/2013 24:00,ottawa (canada),on,ca,formation,360,6 minutes,3 BRIGHT ORANGE OBJECTS APPEAR OVER QUEBEC CLOSE TOGETHER/NO FLYING - JUST APPEARED&#44 SHOTS FIRED TO THE GROUND FROM THEM,8/30/2013,45.416667,-75.7
703,50584,6/21/1989 20:30,mississauga (canada),on,ca,triangle,15,15 seconds,Huge&#44 black triangle with many orange lights in 2 rows passed slow and low&#44 silently with no exhaust 1989.,1/16/2014,43.15,-79.5
704,50591,6/21/1995 22:40,burlington (canada),on,ca,light,300,5min,We could not explain it  &#33&#33,3/23/2004,43.316667,-79.8
705,50614,6/21/2001 02:00,toronto (canada),on,ca,unknown,60,1:00 minute,Low filing object&#44 stopped and hovered&#44 then flew away&#33,8/5/2001,43.666667,-79.416667
706,50729,6/21/2011 19:30,ottawa (canada),on,ca,oval,120,2 mins,a skinny horizontal Oval with two white light segements on each side&#44 taking up the majority of each side.,6/27/2011,45.416667,-75.7
707,50751,6/21/2012 22:40,hanmer (canada),on,ca,circle,120,2:00,Very large round transparent orb seen by 2 witnesses,7/4/2012,46.65,-80.94
708,50757,6/21/2013 10:30,oshawa (canada),on,ca,fireball,900,15 minutes,Red fireballs going up&#44 then dwindled into pinkish/red round circulating objects as they directed North,7/14/2013,43.9,-78.866667
709,50785,6/2/1997 15:32,windsor (canada),on,ca,disk,300,5 mins,i remember it just being there&#44 it hovered and made NO sound and then i was like scared&#44 i didnt know what it was&#44 and My friend was wi,12/23/2002,45.583333,-72.0
710,50807,6/2/2002 22:00,welland (canada),on,ca,cigar,120,2 mins,strange things in the sky,6/12/2002,42.983333,-79.25
711,50968,6/22/2000 02:30,toronto (canada),on,ca,circle,15,15sec,fast moving lights,12/2/2000,43.666667,-79.416667
712,50974,6/22/2000 23:59,toronto (canada),on,ca,circle,60,1 minute,two fast moving objects one shoot out of the atmosphere,12/2/2000,43.666667,-79.416667
713,51007,6/22/2004 23:00,toronto (canada),on,ca,other,15,15 seconds,What looked at first like the average satellite made some abrupt turns before resuming its course northward.,7/8/2004,43.666667,-79.416667
714,51163,6/22/2013 23:55,timmins (canada),on,ca,sphere,180,2-3 minutes,4 red lights moving south to north&#44 silent.,7/3/2013,48.466667,-81.333333
715,51235,6/23/2004 00:50,toronto (canada),on,ca,circle,10,10 seconds,My roomate and I were sitting on our patio having a smoke&#44 enjoying the night sky. From above we noticed one large circular craft&#44,6/23/2004,43.666667,-79.416667
716,51240,6/23/2004 02:30,london (canada),on,ca,light,300,5 minutes,Star like&#44 rapidly changing colours&#44 pulsating&#44 high speed movement&#44 very high up ((NUFORC Note:  Possible twinkling star?? PD)),7/8/2004,42.983333,-81.25
717,51257,6/23/2006 01:30,hanmer (canada),on,ca,light,420,5-7 mins,Light followed us while walking down the street from my house. We seen a light zigzagin this lasted 90% of the sighting. Suddenly the c,7/16/2006,46.65,-80.94
718,51338,6/23/2012 00:30,ottawa (canada),on,ca,formation,10,5 - 10 seconds,Five or six very faint lights that formed a half-circle,7/4/2012,45.416667,-75.7
719,51526,6/24/2009 01:00,wiarton (canada),on,ca,circle,1800,30 minutes,1 craft seemed to steal earths energy to power up its craft.,8/5/2009,44.733333,-81.133333
720,51541,6/24/2010 18:00,essex (canada),on,ca,sphere,30,30 sec,Saw UFO&#44 photographed UFO  ((NUFORC Note:  Photos not of a genuine UFO&#44 we believe.  One of four reports from same source.  PD)),8/24/2010,42.166667,-82.81666700000001
721,51563,6/24/2011 21:00,welland (canada),on,ca,sphere,3,3 sec,round dim light size of a o on a keyboard floating fast accross the sky,6/27/2011,42.983333,-79.25
722,51652,6/25/1999 21:15,kenora (sw of&#44 16 mi. on lake of the woods) (canada),on,ca,,1800,20 -30 min,About 9:15pm on June 25&#44 1999 I saw bright green balls coming from the island across from us.  I told my father and he saw thm too.  Th,12/2/2000,49.766667,-94.466667
723,51653,6/25/1999 21:15,kenora (sw of&#44 16 mi. on lake of the woods) (canada),on,ca,,1800,20 -30 min,At 9:15&#44 My son saw some bright green balls coming from the ground up.  I then also saw them.  At first they came up individually and t,12/2/2000,49.766667,-94.466667
724,51655,6/25/1999 22:00,ottawa (canada),on,ca,sphere,120,2 minutes,Seen by my brother first. He called me outside to the back yard&#44 then I saw it; a bright light&#44 spherical in shape. I saw it move up (i,12/2/2000,45.416667,-75.7
725,51704,6/25/2003 01:00,ottawa (canada),on,ca,light,20,20 seconds,I work nights and quite often see things in the sky but usually shrug them off as satellites or high flying planes.This morning at appr,7/16/2003,45.416667,-75.7
726,51711,6/25/2004 01:00,burlington (canada),on,ca,light,15,15seconds,I filmed a star-like object moving very rapidly&#44 in an extremely erratic pattern that included starts&#44 stops and lightning turns.,7/25/2004,43.316667,-79.8
727,51881,6/26/2001 14:45,ottawa (canada),on,ca,changing,35,35sec.,The object appeared to change shape as if made of plazma and was very fast,8/5/2001,45.416667,-75.7
728,51908,6/26/2004 11:00,toronto (canada),on,ca,light,120,2minutes,The same two objects of light reappeared twice&#44 morning and evening in the same day.,7/8/2004,43.666667,-79.416667
729,51911,6/26/2004 22:00,acton (canada),on,ca,fireball,120,1-2 minute,3 lights heading east over lake ontario in a formation shape did not burn out  ((NUFORC Note:  Possible NOSS satellites.  PD)),7/8/2004,43.633333,-80.033333
730,51919,6/26/2004 22:50,toronto (canada),on,ca,fireball,60,1 minute,At Ontario Place&#44 Festival of Fire (Fireworks)&#44 3 craft looking like comets traveled horizontally across the sky in a minute.,7/8/2004,43.666667,-79.416667
731,51923,6/26/2004 23:00,windsor (canada),on,ca,fireball,30,30 seconds,shooting stars? space junk? MIRVs? What was that UFO? ((NUFORC Note:  Possible sighting of re-entering space debris.  PD)),7/8/2004,45.583333,-72.0
732,52037,6/26/2013 22:45,london (canada),on,ca,fireball,600,10 minutes,Orange spheres (19) moving without sound over old north London (Ontario) seen by 2 people,7/3/2013,42.983333,-81.25
733,52038,6/26/2013 23:00,kanata (canada),on,ca,circle,60,? witnessed for about 1 m,Fireball in the Ottawa area night sky&#44 26JUN&#3913&#44 off toward East.,7/3/2013,45.333333,-75.9
734,52081,6/27/2003 23:10,toronto (canada),on,ca,unknown,7,5-7 seconds,I saw a black/ grey object moving in the night sky.It was really hard to see because of the objects color set against the background of,7/8/2004,43.666667,-79.416667
735,52085,6/27/2004 01:45,toronto (canada),on,ca,changing,1200,15-20 minutes,One ball of light splitting into five and back to one again. This continued at a very fast pace&#44 almost like a pulse. They appeared to,7/8/2004,43.666667,-79.416667
736,52270,6/28/2005 03:30,mississauga (canada),on,ca,light,600,10 minutes,Five white lights seen in Southern Ontario sky,9/2/2005,43.15,-79.5
737,52464,6/29/2005 23:04,guelph (canada),on,ca,circle,90,1.5 minutes,My wife spotted an object moving across the sky and pointed it out to me.We watched a pale orangey-yellow circle travel from east t,7/5/2005,43.55,-80.25
738,52470,6/29/2007 03:00,markham (canada),on,ca,light,300,about 5 minutes,white star shaped light moving around in the sky at speeds too slow to be a plane or moving star.,8/7/2007,43.866667,-79.266667
739,52473,6/29/2007 22:15,hamilton (canada),on,ca,light,6,6 seconds,Fast moving flash of light.,8/7/2007,43.25,-79.833333
740,52507,6/29/2010 23:20,forest (canada),on,ca,circle,6,a couple hours,Bright orb seen over Lake Huron from cottage near Forest&#44 ON,7/6/2010,43.1,-82.0
741,52549,6/29/2012 22:30,kingsville (canada),on,ca,fireball,60,1 minute,2 fireball type objects flying west to east over Lake Erie.,7/4/2012,42.033333,-82.75
742,52576,6/29/2013 22:20,dunnville (canada),on,ca,light,360,6 minutes,Three &quot;large&quot; bright red lights traveling in a southern direction at about 2 minutes intervals.,7/3/2013,42.9,-79.616667
743,52772,6/30/1977 15:30,newmarket (canada),on,ca,disk,21600,afternoon,5 min. close stationary UFO sighting by my mother&#44 sister and myself . Several same day News worthy sightings w/ several witnesses,11/21/2010,44.05,-79.45
744,52924,6/30/1997 20:22,port perry (canada),on,ca,light,3600,1 hour,UFO Air Show?,1/10/2009,44.1,-78.93333299999999
745,52979,6/30/2001 19:00,st. thomas (canada),on,ca,formation,300,5 min.,This big ship had 90 smaller ships surrouding it for protection.,12/12/2011,42.783333,-81.18333299999999
746,52994,6/30/2002 00:30,huntsville (canada),on,ca,flash,20,20 seconds,Extremely fast&#44 bright&#44 low altitude object instantaneously changes directions at angles of less than 90 degrees.,7/26/2002,45.333333,-79.216667
747,53032,6/30/2003 23:15,hamilton (canada),on,ca,flash,2,2 seconds,Bright white flash lasting only 2 seconds.,7/16/2003,43.25,-79.833333
748,53175,6/30/2009 23:59,kingston (canada),on,ca,unknown,50,50 seconds,Object appears as flash of light in south sky&#44 turns into rotating red light above Kingston Ontario,8/5/2009,44.233333,-76.483333
749,53242,6/30/2012 22:37,milton (canada),on,ca,light,180,3 minutes,Object seen in night sky in Milton&#44 Ontario&#44 travelling in multiple directions.,7/4/2012,46.3,-63.216667
750,53315,6/3/2002 03:20,brantford (canada),on,ca,circle,20,20 secs,At 3:20am June 3rd a very bright object travelling slowly southwest just south of URSA Major was seen for 20 seconds,6/12/2002,43.133333,-80.266667
751,53323,6/3/2003 02:00,cambridge (canada),on,ca,triangle,180,about three minutes,Two triangles with lights,6/10/2003,43.383333,-80.31666700000001
752,53337,6/3/2004 07:50,whitby (canada),on,ca,disk,10,10 seconds,Saw the craft flying horizontally&#44 it then climbed and disapeared.,6/4/2004,43.866667,-78.93333299999999
753,53354,6/3/2006 15:00,toronto (canada),on,ca,cigar,120,2 mns,drug capsule shaped object seen over toronto,7/16/2006,43.666667,-79.416667
754,53384,6/3/2010 23:30,ottawa (canada),on,ca,other,82800000,23000hrs,((HOAX??))  I was out in a field near mil&#44 base heard a sounds &amp; it sounded like a motor starting up.,7/6/2010,45.416667,-75.7
755,53389,6/3/2011 20:25,harrow (canada),on,ca,changing,300,5 minutes,My wife notice 3 lights moving in a strange fast manner. I ran in our house and grabbbed my Camcorder and got 13 seconds of digital tap,6/12/2011,42.033333,-82.916667
756,53422,6/3/2013 22:23,oshawa (canada),on,ca,light,300,5 minutes,Three Low-Slow Bright White.  Single Lights.,7/3/2013,43.9,-78.866667
757,53644,6/5/2004 23:53,ottawa (canada),on,ca,fireball,1.2,1.5 - 2 seconds,Bright object see moving over Ottawa&#44 Ontario; it &#39flared&#39 three times during the brief sighting by three witnesses.,6/18/2004,45.416667,-75.7
758,53674,6/5/2007 21:50,mississauga (canada),on,ca,light,1200,20 minutes,strange bright lights moving and flashing behind the cloud,6/12/2007,43.15,-79.5
759,53676,6/5/2007 22:00,brantford (canada),on,ca,triangle,120,1-2 minutes,Large red triangle shaped object traveling through night sky and was very clear night,6/12/2008,43.133333,-80.266667
760,53720,6/5/2011 21:00,hamilton (canada),on,ca,circle,600,10 min,Bright orange&#44 round&#44 fast&#44 and silent object.  Like nothing I have ever seen.,6/12/2011,43.25,-79.833333
761,53747,6/5/2013 01:00,toronto (canada),on,ca,cylinder,3600,1 hour,Really really bizarre,7/3/2013,43.666667,-79.416667
762,53752,6/5/2013 05:45,mississauga (canada),on,ca,unknown,30,30 seconds,White lights in the morning sky over Lake Ontario.,7/3/2013,43.15,-79.5
763,53790,6/6/1973 22:00,north bay (canada),on,ca,cylinder,180,2-3 minutes,glowing red cylinder flying northeast observed for about three minutes at night,2/5/2003,46.3,-79.45
764,53806,6/6/1986 13:00,toronto (canada),on,ca,cigar,120,2 minutes,White glowing Cigar shapped object (not moving).,2/14/2008,43.666667,-79.416667
765,53870,6/6/2002 23:10,simcoe (canada),on,ca,unknown,2,2 seconds,About 11:10 pm on June 6&#44 I stepped out onto my west facing balcony and looked up into the night sky.A streak of greenish light mov,7/1/2002,42.833333,-80.3
766,53872,6/6/2002 23:25,aurora (canada),on,ca,egg,15,15 seconds,greenish white egg shaped light in the sky&#44 moving towards the ground.,6/12/2002,44,-79.466667
767,53886,6/6/2004 23:00,brockville (canada),on,ca,light,180,3 minutes,bright light in western sky doubles in size and intensity&#44 changes direction and disappears.,6/18/2004,44.583333,-75.68333299999999
768,54100,6/7/2005 13:00,peterborough (canada),on,ca,oval,1800,30 min,Small white dots in sky.,6/20/2005,44.3,-78.333333
769,54169,6/7/2010 22:45,stratford (canada),on,ca,fireball,4,3 or 4 seconds,Red fireball that flew over the entire night sky- In a matter of 4 seconds.,6/10/2010,46.22,-63.1
770,54212,6/7/2013 23:30,brantford (canada),on,ca,fireball,120,2 minutes,Me and friend saw 4 orange round shaped&#44 what looked like fireballs in the sky. They hovered for about 2 mins then disappeared behind c,7/14/2013,43.133333,-80.266667
771,54289,6/8/2006 03:15,elora (canada),on,ca,circle,30,30 seconds,big object gone in matter of seconds,7/16/2006,43.683333,-80.43333299999999
772,54402,6/9/1975 22:00,st. george (canada),on,ca,disk,120,2 minutes,our neighbour was walking from the barn to the house when a flying saucer  with many colored lights suddenly hovered about 50 feet dire,6/18/2004,48.433333,-58.5
773,54572,6/9/2013 00:00,oakville (canada),on,ca,light,120,2 minutes,Brilliant orange light or chinese lantern at or less than 1000 ft moving east to west across Oakville&#44 Ontario midnight&#44 June 9th 2013,7/3/2013,43.433333,-79.666667
774,54597,7/10/1966 23:00,collingwood (canada),on,ca,other,60,1 minute,I was 13 years old spending my summer vacation from school at my Parents cottage in a remote area south of Collingwood&#44 Ontario Canada.,4/27/2004,44.5,-80.216667
775,54642,7/10/1994 21:30,kingston (near) (canada),on,ca,circle,300,5 mins,hovering craft,8/16/2002,44.233333,-76.483333
776,54747,7/10/2006 00:00,oshawa (canada),on,ca,light,60,60 seconds,Hovering lights over Oshawa Airport,10/30/2006,43.9,-78.866667
777,54825,7/10/2010 23:00,hanover (canada),on,ca,light,8,8 seconds,3 fast moving lights in the shape of a triangle.,7/19/2010,44.15,-81.033333
778,54881,7/10/2013 22:00,london (canada),on,ca,light,900,15 minutes,6 orange bright lights,7/14/2013,42.983333,-81.25
779,54882,7/10/2013 22:00,london (canada),on,ca,light,900,15 minutes,6 orange lights seen by 2 people,7/14/2013,42.983333,-81.25
780,54884,7/10/2013 22:20,scarborough (canada),on,ca,oval,10,10 seconds,This object was small in size &#44 it had bright glowing lights &#44 it was very close to me . It scared me.,7/14/2013,43.75,-79.2
781,54924,7/11/2001 22:00,ottawa (canada),on,ca,light,3,3 seconds,Big bright green light falling from the sky in an arc.... then disappearing,7/16/2003,45.416667,-75.7
782,54933,7/11/2002 21:30,toronto (canada),on,ca,changing,600,10 minutes,This is not the first time I have seen weird objects in the sky over Toronto&#44 but this one was the best yet....,7/26/2002,43.666667,-79.416667
783,54970,7/11/2005 12:00,niagara falls (canada),on,ca,teardrop,600,10 minutes,a balck aircraft floated high in the sky was weaving in and out  and was travelling very fast,7/13/2005,43.1,-79.05
